pl_name,hostname,tic_id,period,depth_ppm,duration_hr,stellar_Teff,stellar_logg,stellar_rad,stellar_mass,label,tfop_disposition,discovery_method,facility
Kepler-962 b,Kepler-962,271546798,12.05707239000,,2.2598000,5478.00,4.540000,0.860000,0.930000,0,CP,Transit,Kepler
Kepler-1951 b,Kepler-1951,122446866,20.65780067000,,,5468.00,4.171000,1.306000,0.923000,0,CP,Transit,Kepler
K2-270 b,K2-270,293375721,1.54306900000,,,4877.00,4.590000,0.770000,0.850000,0,CP,Transit,K2
MOA-2009-BLG-319L b,MOA-2009-BLG-319L,,,,,,,,0.524000,0,CP,Microlensing,MOA
OGLE-2017-BLG-0448L b,OGLE-2017-BLG-0448L,,,,,,,,0.500000,0,CP,Microlensing,OGLE
Kepler-704 b,Kepler-704,237157729,3.76182115000,,3.3906000,5616.00,4.460000,0.960000,0.970000,0,CP,Transit,Kepler
HD 63454 b,HD 63454,278380701,2.81805000000,,,4812.00,4.280000,0.770000,0.420000,0,CP,Radial Velocity,La Silla Observatory
Kepler-294 c,Kepler-294,158487005,6.62640000000,,3.1750000,5913.00,4.491000,0.976000,,0,CP,Transit,Kepler
HD 103720 b,HD 103720,96195878,4.55570000000,,,5017.00,4.430000,0.730000,0.794000,0,CP,Radial Velocity,La Silla Observatory
TOI-6000 b,TOI-6000,259233660,0.44895900000,,,3419.00,4.850000,0.380000,0.370000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
K2-176 b,K2-176,440724456,5.32943900000,,,5428.00,4.630000,0.864160,0.938545,0,CP,Transit,K2
HD 45350 b,HD 45350,144132551,963.60000000000,,,5566.00,4.225510,1.264420,0.980000,0,CP,Radial Velocity,W. M. Keck Observatory
SWEEPS-11 b,SWEEPS-11,,1.79600000000,0.60000000,,,,1.450000,1.100000,0,CP,Transit,Hubble Space Telescope
Kepler-1294 b,Kepler-1294,159721015,115.68622580000,,4.6250000,5776.00,4.460000,0.970000,0.990000,0,CP,Transit,Kepler
DE CVn b,DE CVn,446175401,4098.10000000000,,,,,,0.510000,0,CP,Eclipse Timing Variations,Multiple Facilities
Kepler-1635 b,Kepler-1635,164891054,469.63111000000,,13.5560000,5347.00,4.530000,0.850000,0.890000,0,CP,Transit,Kepler
HD 50554 b,HD 50554,80224448,1240.00000000000,,,6050.00,4.590000,,1.100000,0,CP,Radial Velocity,Lick Observatory
HD 50554 d,HD 50554,80224448,28.06940000000,,6.2100000,5968.00,,1.146000,1.040000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-3053 b,TOI-3053,269859655,2.99199870000,,,5378.00,4.340000,0.970000,0.960000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
K2-201 c,K2-201,125060509,22.77987800000,,,5507.00,4.680000,0.878161,0.956055,0,CP,Transit,K2
TOI-2152 A b,TOI-2152,395393265,3.37735120000,0.66600000,3.7150000,6630.00,4.205000,1.612000,1.516000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
K2-185 c,K2-185,337607207,52.71349400000,,4.6400000,5788.00,4.480000,0.940000,0.960000,0,CP,Transit,K2
TOI-1235 b,TOI-1235,103633434,3.44471400000,,,3997.00,4.640000,0.619000,0.630000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-1613 b,Kepler-1613,159180076,1.51842990000,,3.4140000,6005.00,4.370000,1.120000,1.080000,0,CP,Transit,Kepler
Kepler-1621 b,Kepler-1621,273238089,92.26371400000,,9.8620000,6158.00,4.310000,1.240000,1.150000,0,CP,Transit,Kepler
NGTS-12 b,NGTS-12,157230659,7.53280600000,,5.8500000,5690.00,4.045000,1.589000,1.021000,0,CP,Transit,Next-Generation Transit Survey (NGTS)
K2-295 b,K2-295,610976842,4.02486700000,,2.4984000,4444.00,4.630000,0.700000,0.740000,0,CP,Transit,K2
TOI-206 b,TOI-206,55650590,0.73631040000,,,3383.00,4.890000,0.350000,0.350000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-325 d,Kepler-325,267671250,38.71518500000,,3.4580000,5752.00,4.411000,1.003000,,0,CP,Transit,Kepler
Kepler-346 b,Kepler-346,158660363,6.51112700000,,1.5090000,6033.00,4.464000,1.021000,,0,CP,Transit,Kepler
Kepler-372 d,Kepler-372,350810559,30.09256800000,,7.4990000,6509.00,4.405000,1.137000,,0,CP,Transit,Kepler
K2-402 b,K2-402,393548451,17.27474000000,,,5716.00,4.197000,1.280000,0.944000,0,CP,Transit,K2
gam Psc b,gam Psc,262691761,555.10000000000,,,4742.00,2.330000,11.200000,0.990000,0,CP,Radial Velocity,Okayama Astrophysical Observatory
HD 168746 b,HD 168746,18097734,6.40400000000,,,5570.00,4.390000,1.090000,1.070000,0,CP,Radial Velocity,La Silla Observatory
HD 219828 b,HD 219828,243085377,3.83483000000,,,,,,1.040000,0,CP,Radial Velocity,La Silla Observatory
HD 5891 b,HD 5891,243146568,177.11000000000,,,4673.00,2.670000,10.640000,1.930000,0,CP,Radial Velocity,W. M. Keck Observatory
TOI-2458 b,TOI-2458,449197831,3.73659000000,0.03918000,2.1300000,6005.00,4.200000,1.310000,1.050000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
K2-260 b,K2-260,293612446,2.62669762000,0.92500000,4.1990400,6860.00,4.161000,1.755000,1.637000,0,CP,Transit,K2
Kepler-1542 e,Kepler-1542,279915941,5.10115756000,,2.6150000,5564.00,4.410000,0.990000,0.940000,0,CP,Transit,Kepler
HD 180617 b,HD 180617,176188045,105.91100000000,,,3534.00,4.900000,0.481000,0.484000,0,CP,Radial Velocity,Calar Alto Observatory
K2-205 b,K2-205,344661825,26.67226300000,,,5890.00,4.250000,1.077574,0.951027,0,CP,Transit,K2
Kepler-578 b,Kepler-578,121734474,1.61688369600,,1.5845000,5334.00,4.540000,0.830000,0.870000,0,CP,Transit,Kepler
Kepler-1596 b,Kepler-1596,350813882,66.37337900000,,11.1810000,5706.00,4.490000,0.920000,0.950000,0,CP,Transit,Kepler
Kepler-530 b,Kepler-530,48305629,39.30941904000,,5.7832000,5697.00,4.530000,0.890000,0.970000,0,CP,Transit,Kepler
Kepler-1562 b,Kepler-1562,271040678,64.27377520000,,9.7560000,5760.00,4.410000,1.050000,1.020000,0,CP,Transit,Kepler
K2-398 c,K2-398,281660552,18.78783900000,,,5946.00,4.227000,1.239000,0.945000,0,CP,Transit,K2
HATS-59 b,HATS-59,437261733,5.41608100000,,3.5928000,5670.00,4.422000,1.036000,1.038000,0,CP,Transit,HATSouth
GJ 536 b,GJ 536,119147875,8.70874000000,,,3641.00,4.713000,0.529000,0.528000,0,CP,Radial Velocity,La Silla Observatory
Kepler-198 b,Kepler-198,122519154,17.79003700000,,4.4780000,5574.00,4.467000,0.940000,,0,CP,Transit,Kepler
Kepler-1243 b,Kepler-1243,270782121,16.83207290000,,3.9230000,5667.00,4.480000,0.940000,0.960000,0,CP,Transit,Kepler
K2-123 b,K2-123,197249801,30.95152400000,,,4035.00,4.690000,0.590000,0.620000,0,CP,Transit,K2
K2-348 b,K2-348,117275513,4.68841800000,,2.7500000,5077.00,4.500000,0.850000,0.830000,0,CP,Transit,K2
Kepler-1388 c,Kepler-1388,164524311,5.53608151000,,2.1817000,4098.00,4.670000,0.610000,0.630000,0,CP,Transit,Kepler
TOI-6038 A b,TOI-6038 A,194736418,5.82673110000,0.12740000,5.0420000,6110.00,4.118000,1.648000,1.291000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
HD 56414 b,HD 56414,300038935,29.04992000000,,7.5800000,8500.00,,1.751000,1.890000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
K2-337 b,K2-337,20484888,16.27356300000,,7.6400000,5869.00,4.170000,1.320000,0.940000,0,CP,Transit,K2
Kepler-148 d,Kepler-148,159171904,51.84688575000,,4.7788000,5172.00,4.560000,0.810000,0.860000,0,CP,Transit,Kepler
Kepler-305 d,Kepler-305,171879024,16.74000000000,,,5090.00,,0.792000,0.827000,0,CP,Transit,Kepler
K2-130 b,K2-130,12181371,2.49412000000,,,4356.47,,0.744261,0.695630,0,CP,Transit,K2
Kepler-430 b,Kepler-430,26748113,35.96800000000,,,5884.00,4.150000,1.485000,1.166000,0,CP,Transit,Kepler
Kepler-1470 b,Kepler-1470,121733900,16.29509030000,,3.6440000,4961.00,4.590000,0.760000,0.800000,0,CP,Transit,Kepler
Kepler-524 c,Kepler-524,27914389,1.88897906000,,3.2460000,6014.00,4.390000,1.100000,1.090000,0,CP,Transit,Kepler
Kepler-329 b,Kepler-329,268713285,7.41639700000,,2.1680000,4257.00,4.740000,0.523000,,0,CP,Transit,Kepler
K2-322 b,K2-322,277869696,8.20500000000,0.07100000,,4141.00,4.677000,0.602000,0.630000,0,CP,Transit,K2
2MASS J04414489+2301513 b,2MASS J04414489+2301513,118893899,,,,,,,0.019000,0,CP,Imaging,Hubble Space Telescope
Kepler-175 b,Kepler-175,159099116,11.90351500000,,4.2150000,6064.00,4.472000,1.010000,,0,CP,Transit,Kepler
WASP-52 b,WASP-52,427685831,1.74977980000,2.71000000,1.8096000,5000.00,4.582000,0.790000,0.870000,0,CP,Transit,SuperWASP
WASP-43 b,WASP-43,36734222,0.81347500000,2.55000000,1.1592000,4400.00,4.650000,0.600000,0.580000,0,CP,Transit,SuperWASP
HAT-P-17 c,HAT-P-17,266593143,5584.00000000000,,,5336.96,4.554660,0.838682,0.920000,0,CP,Radial Velocity,W. M. Keck Observatory
KOI-94 d,KOI-94,273231214,22.34298900000,,,6182.00,4.181000,1.520000,1.277000,0,CP,Transit,Kepler
KOI-94 c,KOI-94,273231214,10.42364800000,,,6182.00,4.181000,1.520000,1.277000,0,CP,Transit,Kepler
KOI-94 e,KOI-94,273231214,54.32031000000,,,6182.00,4.181000,1.520000,1.277000,0,CP,Transit,Kepler
KOI-94 b,KOI-94,273231214,3.74320800000,,,6182.00,4.181000,1.520000,1.277000,0,CP,Transit,Kepler
WASP-103 b,WASP-103,276754403,0.92554200000,1.19500000,2.5930000,6110.00,4.220000,1.436000,1.220000,0,CP,Transit,SuperWASP
Kepler-51 b,Kepler-51,27846348,45.15400000000,,,6018.00,4.510000,0.940000,1.040000,0,CP,Transit,Kepler
Kepler-51 d,Kepler-51,27846348,130.19400000000,,,6018.00,4.510000,0.940000,1.040000,0,CP,Transit,Kepler
Kepler-51 c,Kepler-51,27846348,85.31200000000,,,6018.00,4.510000,0.940000,1.040000,0,CP,Transit,Kepler
WASP-96 b,WASP-96,160148385,3.42526020000,1.38000000,2.4264000,5540.00,4.420000,1.050000,1.060000,0,CP,Transit,SuperWASP
HAT-P-12 b,HAT-P-12,198108326,3.21305980000,1.97700000,2.3376000,4650.00,4.610000,0.701000,0.733000,0,CP,Transit,HATNet
HAT-P-13 b,HAT-P-13,20096620,2.91625000000,,,,,,,0,CP,Transit,HATNet
HAT-P-13 c,HAT-P-13,20096620,446.27000000000,,,,,,,0,CP,Radial Velocity,W. M. Keck Observatory
HAT-P-1 b,HAT-P-1,346338552,4.46529976000,,2.8500000,5980.00,4.359000,1.174000,1.151000,0,CP,Transit,HATNet
KELT-4 A b,KELT-4 A,165297570,2.98959320000,1.18700000,3.4627200,6206.00,4.108000,1.603000,1.201000,0,CP,Transit,KELT
WASP-94 B b,WASP-94 B,92352621,2.00839000000,,,6040.00,4.260000,1.350000,1.240000,0,CP,Radial Velocity,SuperWASP
GJ 436 b,GJ 436,138819293,2.64388312000,,,,4.792000,0.455000,0.470000,0,CP,Radial Velocity,W. M. Keck Observatory
WASP-80 b,WASP-80,243921117,3.06785234000,2.93700000,2.1310000,4143.00,4.663000,0.586000,0.577000,0,CP,Transit,SuperWASP
HATS-6 b,HATS-6,33521996,3.32527250000,3.23000000,2.0409600,3724.00,4.683000,0.570000,0.574000,0,CP,Transit,HATSouth
TOI-431 d,TOI-431,31374837,12.46103000000,,,4850.00,4.600000,0.731000,0.780000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
TRAPPIST-1 b,TRAPPIST-1,278892590,1.51082600000,0.73780000,0.6010000,2566.00,5.239600,0.119200,0.089800,0,CP,Transit,La Silla Observatory
TRAPPIST-1 c,TRAPPIST-1,278892590,2.42193700000,0.71230000,0.7005000,2566.00,5.239600,0.119200,0.089800,0,CP,Transit,La Silla Observatory
TRAPPIST-1 d,TRAPPIST-1,278892590,4.04921900000,0.36760000,0.8145000,2566.00,5.239600,0.119200,0.089800,0,CP,Transit,La Silla Observatory
TRAPPIST-1 e,TRAPPIST-1,278892590,6.10101300000,0.50120000,0.9293000,2566.00,5.239600,0.119200,0.089800,0,CP,Transit,Multiple Observatories
TRAPPIST-1 f,TRAPPIST-1,278892590,9.20754000000,0.64650000,1.0480000,2566.00,5.239600,0.119200,0.089800,0,CP,Transit,Multiple Observatories
TRAPPIST-1 g,TRAPPIST-1,278892590,12.35244600000,0.75550000,1.1370000,2566.00,5.239600,0.119200,0.089800,0,CP,Transit,Multiple Observatories
TRAPPIST-1 h,TRAPPIST-1,278892590,18.77286600000,0.33750000,1.2690000,2566.00,5.239600,0.119200,0.089800,0,CP,Transit,Multiple Observatories
K2-34 b,K2-34,178217113,2.99563480000,,,6168.00,4.200000,1.420000,1.160000,0,CP,Transit,K2
TOI-1442 b,TOI-1442,235683377,0.40906770000,,,3330.00,4.920000,0.310000,0.290000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-2260 b,TOI-2260,232568235,0.35247280000,,,5534.00,4.620000,0.940000,0.990000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-2445 b,TOI-2445,439867639,0.37112810000,,,3333.00,4.970000,0.270000,0.250000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-2109 b,TOI-2109,392476080,0.67247414000,0.66510000,,6540.00,4.139000,1.698000,1.453000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
HATS-75 b,HATS-75,44737596,2.78865560000,,1.9125600,3790.40,4.683100,0.584800,0.601700,0,CP,Transit,HATSouth
LTT 1445 A c,LTT 1445 A,98796344,3.12390350000,0.15700000,0.4820000,3340.00,,0.265000,0.257000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
WASP-18 b,WASP-18,100100827,0.94145223000,1.04100000,2.2100000,6432.00,4.310000,1.319000,1.294000,0,CP,Transit,SuperWASP
WASP-19 b,WASP-19,35516889,0.78883852000,2.07700000,1.6070000,5616.00,4.417000,1.006000,0.965000,0,CP,Transit,SuperWASP
WASP-189 b,WASP-189,157910432,2.72403300000,,4.3336000,8000.00,3.900000,2.360000,2.030000,0,CP,Transit,CHaracterising ExOPlanets Satellite (CHEOPS)
TOI-1670 b,TOI-1670,441739020,10.98462000000,,2.8000000,6170.00,4.290000,1.316000,1.210000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-1670 c,TOI-1670,441739020,40.74976000000,,5.4000000,6170.00,4.290000,1.316000,1.210000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
K2-22 b,K2-22,363445338,0.38107300000,,,3879.00,4.700000,0.580000,,0,CP,Transit,K2
TOI-500 b,TOI-500,134200185,0.54817700000,0.02487000,0.9980000,4440.00,4.618000,0.678000,0.740000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-500 c,TOI-500,134200185,6.63560000000,,,4440.00,4.618000,0.678000,0.740000,0,CP,Radial Velocity,La Silla Observatory
TOI-500 d,TOI-500,134200185,26.23300000000,,,4440.00,4.618000,0.678000,0.740000,0,CP,Radial Velocity,La Silla Observatory
TOI-500 e,TOI-500,134200185,61.30000000000,,,4440.00,4.618000,0.678000,0.740000,0,CP,Radial Velocity,La Silla Observatory
GJ 3929 b,GJ 3929,188589164,2.61623500000,,1.1900000,3384.00,4.890000,0.320000,0.313000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
GJ 3929 c,GJ 3929,188589164,15.04000000000,,,3384.00,4.890000,0.320000,0.313000,0,CP,Radial Velocity,Multiple Observatories
HD 260655 b,HD 260655,307809773,2.76953000000,,1.1500000,3803.00,5.200000,0.439000,0.439000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
HD 260655 c,HD 260655,307809773,5.70588000000,,0.9800000,3803.00,5.200000,0.439000,0.439000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-3714 b,TOI-3714,155867025,2.15484900000,,1.6600000,3660.00,4.750000,0.510000,0.530000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-167 b,Kepler-167,137686948,4.39315390000,0.04407000,,4884.00,4.579000,0.749000,0.777000,0,CP,Transit,Kepler
Kepler-167 c,Kepler-167,137686948,7.40610600000,0.04187000,,4884.00,4.579000,0.749000,0.777000,0,CP,Transit,Kepler
Kepler-167 d,Kepler-167,137686948,21.80379000000,0.02290000,,4884.00,4.579000,0.749000,0.777000,0,CP,Transit,Kepler
Kepler-167 e,Kepler-167,137686948,1071.23205000000,1.54000000,,4884.00,4.579000,0.749000,0.777000,0,CP,Transit,Kepler
TOI-3757 b,TOI-3757,445751830,3.43875300000,,1.9200000,3913.00,4.680000,0.620000,0.640000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
WASP-7 b,WASP-7,389352124,4.95464160000,,,6400.00,4.232000,1.432000,1.276000,0,CP,Transit,SuperWASP
K2-33 b,K2-33,49040478,5.42486500000,,4.0800000,3540.00,,1.050000,0.560000,0,CP,Transit,K2
KELT-20 b,KELT-20,69679391,3.47410850000,1.30900000,3.5755200,8720.00,4.290000,1.565000,1.760000,0,CP,Transit,KELT-North
K2-18 c,K2-18,388804061,8.96200000000,,,3457.00,,0.411000,0.359000,0,CP,Radial Velocity,La Silla Observatory
GJ 3470 b,GJ 3470,19028197,3.33664960000,,,3600.00,4.695000,0.547000,0.539000,0,CP,Radial Velocity,La Silla Observatory
K2-232 b,K2-232,68577662,11.16845400000,,,6154.00,4.379000,1.161000,1.188000,0,CP,Transit,K2
HAT-P-30 b,HAT-P-30,455135327,2.81060000000,1.30000000,,6304.00,4.360000,1.310000,1.550000,0,CP,Transit,HATNet
HAT-P-14 b,HAT-P-14,101721385,4.62767000000,0.65000000,,6600.00,4.250000,1.820000,2.650000,0,CP,Transit,HATNet
HAT-P-17 b,HAT-P-17,266593143,10.33852000000,1.50000000,,5246.00,4.530000,0.870000,0.990000,0,CP,Transit,HATNet
HAT-P-26 b,HAT-P-26,420779000,4.23452000000,0.54000000,,5079.00,4.560000,0.870000,1.120000,0,CP,Transit,HATNet
TrES-4 b,TrES-4,159742538,3.55395000000,0.98000000,,6200.00,4.060000,1.660000,1.080000,0,CP,Transit,TrES
HD 149026 b,HD 149026,255930614,2.87589000000,0.29000000,,6179.00,4.370000,1.410000,1.420000,0,CP,Radial Velocity,Subaru Telescope
HD 189733 b,HD 189733,256364928,2.21857567000,2.40000000,,5052.00,4.490000,0.750000,0.790000,0,CP,Radial Velocity,Haute-Provence Observatory
HD 209458 b,HD 209458,420814525,3.52474859000,1.50000000,,6091.00,4.450000,1.190000,1.230000,0,CP,Radial Velocity,W. M. Keck Observatory
WASP-15 b,WASP-15,111991770,3.75210000000,0.97000000,,6300.00,4.350000,1.480000,1.180000,0,CP,Transit,SuperWASP
WASP-17 b,WASP-17,66818296,3.73543000000,1.70000000,,6550.00,4.200000,1.490000,2.280000,0,CP,Transit,SuperWASP
WASP-94 A b,WASP-94 A,92352620,3.95019000000,1.20000000,,6170.00,4.270000,1.480000,1.670000,0,CP,Transit,SuperWASP
WASP-63 b,WASP-63,393414358,4.37808000000,0.61000000,,5550.00,4.010000,1.860000,1.280000,0,CP,Transit,SuperWASP
KELT-7 b,KELT-7,367366318,2.73477000000,0.83000000,,6768.00,4.500000,1.810000,1.760000,0,CP,Transit,KELT
KELT-8 b,KELT-8,358516596,3.24406000000,1.30000000,,5754.00,4.080000,1.460000,0.810000,0,CP,Transit,KELT
NGTS-2 b,NGTS-2,125739286,4.51116400000,,4.6510000,6478.00,4.197000,1.702000,1.640000,0,CP,Transit,Next-Generation Transit Survey (NGTS)
WASP-164 b,WASP-164,237320326,1.77712550000,1.54200000,1.6036800,5806.00,,0.932000,0.946000,0,CP,Transit,SuperWASP-South
K2-18 b,K2-18,388804061,32.93962300000,,,3457.00,,0.411000,0.359000,0,CP,Transit,K2
TOI-1075 b,TOI-1075,351601843,0.60473280000,,,3875.00,,0.581000,0.604000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
WASP-148 b,WASP-148,115524421,8.80380900000,,,5555.00,4.496000,0.912000,0.954000,0,CP,Transit,SuperWASP-North
WASP-148 c,WASP-148,115524421,34.52400000000,,,5555.00,4.496000,0.912000,0.954000,0,CP,Radial Velocity,Haute-Provence Observatory
LP 890-9 b,LP 890-9,44898913,2.72990250000,0.62380000,0.8457000,2850.00,5.126000,0.155600,0.118000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
LP 890-9 c,LP 890-9,44898913,8.45746300000,0.66590000,0.9593000,2850.00,5.126000,0.155600,0.118000,0,CP,Transit,SPECULOOS Southern Observatory
HD 20329 b,HD 20329,333657795,0.92611800000,,1.2600000,5596.00,4.400000,1.130000,0.900000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-700 b,TOI-700,150428135,9.97721900000,,2.1700000,3459.00,4.809000,0.421000,0.415000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-700 c,TOI-700,150428135,16.05113700000,,1.4200000,3459.00,4.809000,0.421000,0.415000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-700 d,TOI-700,150428135,37.42396000000,,3.3140000,3459.00,4.809000,0.421000,0.415000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-700 e,TOI-700,150428135,27.80978000000,,2.7770000,3459.00,4.809000,0.421000,0.415000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-3235 b,TOI-3235,243641947,2.59261842000,,1.4800000,3388.80,4.897600,0.369700,0.393900,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-836 b,TOI-836,440887364,3.81673000000,,1.8050000,4552.00,4.743000,0.665000,0.678000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-836.01,TOI-836,440887364,8.59545000000,,2.4860000,4552.00,4.743000,0.665000,0.678000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-181 b,TOI-181,76923707,4.53200000000,0.73000000,1.9900000,4994.00,4.608000,0.745000,0.822000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-5205 b,TOI-5205,419411415,1.63075700000,,1.4000000,3430.00,4.840000,0.394000,0.392000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
K2-141 b,K2-141,301235044,0.28032440000,,,4570.00,,0.681000,0.708000,0,CP,Transit,K2
K2-141 c,K2-141,301235044,7.74850000000,,,4570.00,,0.681000,0.708000,0,CP,Transit,K2
LP 791-18 b,LP 791-18,181804752,0.94799810000,,0.6195000,2960.00,5.115000,0.182000,0.139000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
HD 207496 b,HD 207496,290348383,6.44100800000,,1.7620000,4819.00,4.507000,0.769000,0.800000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-1416 b,TOI-1416,158025009,1.06975680000,0.04550000,1.5000000,4884.00,4.520000,0.793000,0.798000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4010 b,TOI-4010,352682207,1.34833500000,,1.7700000,4960.00,4.540000,0.830000,0.880000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4010 c,TOI-4010,352682207,5.41465400000,,2.7700000,4960.00,4.540000,0.830000,0.880000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4010 d,TOI-4010,352682207,14.70886000000,,3.6000000,4960.00,4.540000,0.830000,0.880000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4010 e,TOI-4010,352682207,762.00000000000,,,4960.00,4.540000,0.830000,0.880000,0,CP,Radial Velocity,Roque de los Muchachos Observatory
WASP-84 b,WASP-84,350293646,8.52349648000,1.72300000,2.7600000,,,0.768000,0.853000,0,CP,Transit,SuperWASP
WASP-84 c,WASP-84,350293646,1.44688490000,0.05320000,1.1110000,,,0.768000,0.853000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-3984 A b,TOI-3984 A,20182780,4.35332600000,,2.0100000,3476.00,4.810000,0.470000,0.490000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-5293 A b,TOI-5293 A,250111245,2.93028900000,,1.9400000,3586.00,4.770000,0.520000,0.540000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
GJ 367 c,GJ 367,34068865,11.53010000000,,,3522.00,4.776000,0.458000,0.455000,0,CP,Radial Velocity,La Silla Observatory
GJ 367 d,GJ 367,34068865,34.36900000000,,,3522.00,4.776000,0.458000,0.455000,0,CP,Radial Velocity,La Silla Observatory
GJ 357 b,GJ 357,413248763,3.93060000000,0.09550000,1.2910000,3505.00,4.940000,0.337000,0.342000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-199 b,TOI-199,309792357,104.85400000000,,,5255.00,4.582000,0.820000,0.936000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-199 c,TOI-199,309792357,273.69000000000,,,5255.00,4.582000,0.820000,0.936000,0,CP,Transit Timing Variations,Multiple Observatories
LHS 475 b,LHS 475,369327947,2.02908800000,0.11010000,0.7250000,3300.00,5.000000,0.278900,0.262000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-1801 b,TOI-1801,119584412,10.64387000000,,,3863.00,4.780000,0.547000,0.556000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-1420 b,TOI-1420,321857016,6.95610630000,1.39600000,3.3720000,5510.00,4.502000,0.923000,0.987000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
HD 110067 b,HD 110067,347332255,9.11367800000,,3.0948000,5266.00,4.540000,0.788000,0.798000,0,CP,Transit,Multiple Observatories
HD 110067 c,HD 110067,347332255,13.67369400000,,3.7044000,5266.00,4.540000,0.788000,0.798000,0,CP,Transit,Multiple Observatories
HD 110067 d,HD 110067,347332255,20.51961700000,,3.8177000,5266.00,4.540000,0.788000,0.798000,0,CP,Transit,Multiple Observatories
HD 110067 e,HD 110067,347332255,30.79309100000,,4.8636000,5266.00,4.540000,0.788000,0.798000,0,CP,Transit,Multiple Observatories
HD 110067 f,HD 110067,347332255,41.05854000000,,5.1650000,5266.00,4.540000,0.788000,0.798000,0,CP,Transit,Multiple Observatories
HD 110067 g,HD 110067,347332255,54.76992000000,,5.6660000,5266.00,4.540000,0.788000,0.798000,0,CP,Transit,Multiple Observatories
AU Mic d,AU Mic,441420236,12.73596000000,,,3678.00,4.404000,0.744000,0.510000,0,CP,Transit Timing Variations,Multiple Observatories
GJ 806 b,GJ 806,239332587,0.92632370000,,0.9300000,3600.00,4.980000,0.414400,0.413000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
GJ 806 c,GJ 806,239332587,6.64064000000,,,3600.00,4.980000,0.414400,0.413000,0,CP,Radial Velocity,Multiple Observatories
HAT-P-65 b,HAT-P-65,283419843,2.60544751000,,,5872.00,4.107900,1.666000,1.297000,0,CP,Transit,HATNet
Kepler-620 b,Kepler-620,350737935,12.91375431000,,6.0420000,6155.00,4.330000,1.220000,1.150000,0,CP,Transit,Kepler
