tic_id,toi,ra,dec,period,depth_ppm,duration_hr,epoch_bjd,stellar_Teff,stellar_logg,stellar_rad,stellar_mass,tess_mag,planet_rad_earth,planet_snr,tfop_disposition,label,sectors
251848941,178.04,7.302011,-30.454116,3.2384253154792,532.75806233683,1.9941055488109,2458356.107512,4111.0,4.55528,0.660806000232697,0.68,10.42,1.51483691446968,7.2096095,KP,0,"2,29"
251848941,178.05,7.302011,-30.454116,15.2321842764,1228.5332287396,2.5318137578854,2458364.914977,4111.0,4.55528,0.6608060002326965,0.68,10.42,2.619676650393848,8.475758,KP,0,"2,29,69"
207141131,179.01,44.262014,-56.191869,4.1374403333543,1008.4447278817,1.5874970220356,2460985.999063,5058.0,4.51761,0.8026329874992371,0.85,8.1796,2.5340286284536706,101.21471525927,CP,0,"2,3,29,30,96,97"
51912829,180.01,14.298639,-67.496189,0.83538985607493,2265.3656618564,1.0385174695472,2458325.896392,6082.0,3.77654,2.07012009620667,1.21,9.5183,10.0508253337846,63.1018,APC,0,"1,2,28,29,68"
76923707,181.01,352.172541,-34.49141,4.5320501729208,7809.057733941,2.4927337752707,2458358.118263,4983.0,4.61445,0.8055729866027832,0.76,10.4654,7.439843435443523,101.50356,CP,0,"2,29,69"
76989773,182.01,353.293998,-35.463992,1.7691703026302,8744.2377031701,1.8249711363607,2458355.082741,5569.0,4.32065,0.96,,9.683,10.918535458883488,240.81776,APC,0,"2,29,69"
183979262,183.01,21.650295,-72.748874,3.4307564847103,9664.2985633534,3.1443387557244,2459063.727306,6270.0,3.61332,2.72192,1.34,8.3291,29.7749124123889,160.65495,FP,3,"1,2,27,28"
300871545,184.01,117.657401,-70.533461,4.8170684375362,23137.362996508,3.1822663446573,2460186.764732,6380.0,4.24852,1.44956004619598,1.41,10.0433,24.4342674378916,851.03296,FP,3,"1,2,3,4,5,6,7,8,9,10,11,12,13,61,62,63,65"
100100827,185.01,24.354462,-45.677794,0.9414525,11445.0,2.05,2460205.353322,6400.0,4.36583,1.35,1.2,8.8287,15.342,519.0,KP,0,"2,3,29,30,69"
279741379,186.01,51.750188,-63.500166,35.613388949675,1397.648737283,3.0534334832501,2460985.704053,4628.53,4.32239,0.71,0.73,6.9934,2.69462573873568,279.95879998073,CP,0,"1,2,3,4,28,29,30,34,61,64,68,69,95,96,97"
279741379,186.02,51.750188,-63.500166,7.7897886186561,169.07034968154,2.3434341494716,2460980.806574,4628.53,4.32239,0.71,0.73,6.9934,0.9617965595906636,34.072305365523,CP,0,"1,2,3,4,28,29,30,34,61,64,68,69,95,96,97"
260304296,187.01,94.615541,-57.013501,0.51258067835787,5691.1921109459,1.6430774668015,2459962.995091,6725.0,4.19532,1.55194997787476,1.45,9.109901,19.2342562746972,37.666416,APC,0,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,31,32,61"
280830734,188.01,44.555588,-70.760786,1.1619531470585,331.62081112149,0.95925997899697,2458325.775309,6340.3,4.18,1.66088998317719,1.26,9.4668,3.48425033481286,16.500492,APC,0,"1,2,27,28,29,63,67,68,69"
278866211,189.01,100.807811,-55.244376,2.1940616278277,5943.6922952879,1.1555573283713,2460876.857996,6054.0,4.39416,1.04092,1.21,10.2638,8.840214271214155,481.07067351523,FP,3,"1,2,3,5,6,8,9,11,12,13,28,29,30,32,33,34,35,36,38,39,61,62,65,66,67,68,69,87,88,89,93,94"
166739520,190.01,36.775811,-50.284425,10.020593207375,8247.6689405776,5.7033764528915,2460982.967362,6038.0,4.35513,1.2752699851989746,1.1,9.6411,11.644382871447094,207.39311067756,KP,0,"2,3,29,30,69,96,97"
183532609,191.01,359.900874,-35.031335,8.1587261,15337.0,4.288,2460202.792714,5600.0,4.50501,1.0,0.99,9.1468,12.7393,249.0,KP,0,"2,29,69"
183537452,192.01,357.879198,-39.907121,3.922711331244,11362.367070908,2.6326626155608,2460929.713786,4800.0,4.53527,0.64,0.88,10.2499,6.832205918038429,380.74051036202,KP,0,"2,29,69,96"
