pl_name,hostname,tic_id,pl_orbper,pl_trandep,pl_trandur,st_teff,st_logg,st_rad,st_mass,discoverymethod,disc_facility,default_flag
"Kepler-205 c","Kepler-205","TIC 399822422",20.30654600000,,2.8730000,4321.00,4.735000,0.546000,,"Transit","Kepler",1
"Kepler-1969 b","Kepler-1969","TIC 27240575",6.64752006500,,,6046.00,4.478000,1.007000,1.111000,"Transit","Kepler",1
"K2-217 b","K2-217","TIC 405333767",14.07452400000,,,5967.00,4.170000,1.333718,1.102661,"Transit","K2",1
"HD 108863 b","HD 108863","TIC 371621400",437.70000000000,,,4878.00,3.070000,5.740000,1.590000,"Radial Velocity","W. M. Keck Observatory",1
"HD 185269 b","HD 185269","TIC 213721036",6.83776000000,,,5923.00,3.920000,2.000000,1.300000,"Radial Velocity","Lick Observatory",1
"Kepler-365 c","Kepler-365","TIC 27530849",17.78412900000,,3.8620000,6012.00,4.434000,1.048000,,"Transit","Kepler",1
"HD 222582 b","HD 222582","TIC 9005067",572.38000000000,,,5790.00,4.380000,1.130000,1.120000,"Radial Velocity","W. M. Keck Observatory",1
"HD 56957 b","HD 56957","TIC 22972926",5859.08992000000,,,,,,1.030000,"Radial Velocity","Multiple Observatories",1
"Kepler-1745 b","Kepler-1745","TIC 270525576",3.01619005200,,,5611.00,4.144000,1.400000,0.995000,"Transit","Kepler",1
"K2-25 b","K2-25","TIC 434226736",3.48456408000,1.15500000,0.7637000,3207.00,4.944000,0.293200,0.263400,"Transit","K2",1
"K2-188 c","K2-188","TIC 175236511",7.81025300000,,,5977.00,4.310000,1.190000,1.060000,"Transit","K2",1
"Kepler-889 b","Kepler-889","TIC 26474039",3.74443900000,,2.9492000,5961.00,4.300000,1.250000,1.140000,"Transit","Kepler",1
"K2-383 b","K2-383","TIC 31244979",1.86596200000,,,5129.00,4.655000,0.804000,1.061000,"Transit","K2",1
"TOI-406 c","TOI-406","TIC 153065527",3.30744100000,,1.0500000,3392.00,4.690000,0.410000,0.408000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-1713 b","Kepler-1713","TIC 158432813",18.01160049000,,,6477.00,4.224000,1.459000,1.300000,"Transit","Kepler",1
"Kepler-524 b","Kepler-524","TIC 27914389",7.97419807000,,5.3605000,6014.00,4.390000,1.100000,1.090000,"Transit","Kepler",1
"Kepler-1321 c","Kepler-1321","TIC 271165895",2.22649108600,,1.7225000,4094.00,4.730000,0.530000,0.540000,"Transit","Kepler",1
"TOI-6692 b","TOI-6692","TIC 324609409",131.12500000000,,11.0600000,5890.00,4.176000,1.385000,1.047000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-1203 b","Kepler-1203","TIC 63449012",0.58800076500,,1.1627000,4105.00,4.670000,0.610000,0.640000,"Transit","Kepler",1
"OGLE-2018-BLG-0298L b","OGLE-2018-BLG-0298L",,,,,,,,0.690000,"Microlensing","OGLE",1
"HATS-35 b","HATS-35","TIC 339522221",1.82099930000,,3.1176000,6300.00,4.244000,1.433000,1.317000,"Transit","HATSouth",1
"HD 19615 b","HD 19615","TIC 289383510",402.00000000000,,,4263.00,1.400000,32.300000,1.100000,"Radial Velocity","Bohyunsan Optical Astronomical Observatory",1
"Kepler-318 b","Kepler-318","TIC 274198407",4.66271500000,,2.7460000,5746.00,4.325000,1.189000,,"Transit","Kepler",1
"K2-308 b","K2-308","TIC 411697517",3.38628000000,,3.0900000,6100.00,3.940000,1.240000,1.090000,"Transit","K2",1
"Kepler-145 c","Kepler-145","TIC 159721091",42.88200000000,,,,4.020000,1.850000,1.320000,"Transit","Kepler",1
"K2-189 c","K2-189","TIC 422349881",6.67932000000,,,5442.00,4.510000,0.879000,0.850000,"Transit","K2",1
"HD 169142 b","HD 169142","TIC 51077087",,,,,,,1.850000,"Imaging","Paranal Observatory",1
"MOA-2007-BLG-400L b","MOA-2007-BLG-400L",,,,,,,,0.690000,"Microlensing","MOA",1
"Kepler-326 b","Kepler-326","TIC 270956861",2.24832900000,,2.0710000,5105.00,4.556000,0.801000,,"Transit","Kepler",1
"Kepler-932 b","Kepler-932","TIC 272715773",1.92143739600,,1.7519000,5331.00,4.540000,0.840000,0.870000,"Transit","Kepler",1
"b Cen AB b","b Cen A","TIC 159589603",1790000.00000000000,,,,,,5.500000,"Imaging","Paranal Observatory",1
"GJ 3138 d","GJ 3138","TIC 632528291",257.80000000000,,,3717.00,,0.500000,0.681000,"Radial Velocity","La Silla Observatory",1
"HD 145934 b","HD 145934","TIC 119974993",2751.53433000000,,,,,,2.058000,"Radial Velocity","W. M. Keck Observatory",1
"Kepler-917 b","Kepler-917","TIC 268383727",2.97041437500,,2.2161000,5418.00,4.580000,0.760000,0.800000,"Transit","Kepler",1
"TOI-1347 c","TOI-1347","TIC 229747848",4.84196200000,,,5464.00,4.640000,0.830000,0.913000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"K2-329 b","K2-329","TIC 301258470",12.45512250000,,3.6210000,5282.00,4.566000,0.822000,0.901000,"Transit","K2",1
"Kepler-311 d","Kepler-311","TIC 351898154",232.04032600000,0.02908000,12.2350000,5903.00,4.300000,1.156000,0.974000,"Transit","Kepler",1
"TIC 65612701 b","TIC 65612701","TIC 65612701",10.22467974953,,6.3976853,5692.29,4.082800,1.737090,,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"HD 125612 b","HD 125612","TIC 347909637",557.69994000000,,,,,,1.050000,"Radial Velocity","W. M. Keck Observatory",1
"Kepler-436 b","Kepler-436","TIC 185408817",64.00205000000,,4.6700000,4651.00,4.619000,0.697000,0.729000,"Transit","Kepler",1
"GJ 414 A c","GJ 414 A","TIC 9001920",749.83000000000,,,4120.00,4.650000,0.680000,0.650000,"Radial Velocity","W. M. Keck Observatory",1
"OGLE-2018-BLG-0932L b","OGLE-2018-BLG-0932L",,,,,,,,0.720000,"Microlensing","KMTNet",1
"ZTF J1828+2308 b","ZTF J1828+2308","TIC 1685332572",0.11200670000,,,15900.00,8.050000,0.013100,0.610000,"Transit","Zwicky Transient Facility",1
"Kepler-1052 c","Kepler-1052","TIC 271661839",180.92172900000,0.07424000,8.9900000,5818.00,4.554000,0.848000,0.937000,"Transit","Kepler",1
"HD 105779 b","HD 105779","TIC 347713631",2412.00000000000,,,5792.00,4.360000,0.940000,0.890000,"Radial Velocity","La Silla Observatory",1
"Kepler-1143 c","Kepler-1143","TIC 121215172",210.63059100000,,8.6750000,5053.00,4.580000,0.770000,0.810000,"Transit","Kepler",1
"Kepler-1567 b","Kepler-1567","TIC 121013472",153.97957800000,,8.9940000,5655.00,4.490000,0.930000,0.950000,"Transit","Kepler",1
"Kepler-399 c","Kepler-399","TIC 172373693",26.67569000000,,2.7580000,5502.00,4.620000,0.680000,,"Transit","Kepler",1
"K2-168 b","K2-168","TIC 437695245",15.85230000000,,,5502.70,,0.830000,0.877000,"Transit","K2",1
"Kepler-95 b","Kepler-95","TIC 164726946",11.52310000000,,,5699.00,4.171000,1.410000,1.080000,"Transit","Kepler",1
"Kepler-453 b","Kepler-453","TIC 164457525",240.50300000000,,,5527.00,4.571000,0.833000,0.944000,"Transit","Kepler",1
"HD 20003 c","HD 20003","TIC 370137704",33.92390000000,,,5494.00,4.410000,,0.875000,"Radial Velocity","La Silla Observatory",1
"HD 122562 c","HD 122562","TIC 233435627",84.96276000000,,,,,,1.241000,"Radial Velocity","Multiple Observatories",1
"Kepler-513 b","Kepler-513","TIC 48503953",28.86235584000,,5.2042000,5849.00,4.390000,1.060000,1.020000,"Transit","Kepler",1
"K2-259 b","K2-259","TIC 377259959",15.48043000000,0.03700000,4.2000000,6059.00,4.390000,1.130000,1.140000,"Transit","K2",1
"HD 6860 b","HD 6860","TIC 174500619",663.87000000000,,,3802.00,0.541000,86.400000,2.490000,"Radial Velocity","Bohyunsan Optical Astronomical Observatory",1
"Kepler-874 b","Kepler-874","TIC 271347296",40.06867270000,,6.0815000,6020.00,4.370000,1.130000,1.090000,"Transit","Kepler",1
"Kepler-864 c","Kepler-864","TIC 164836049",2.42150341000,0.01715000,2.9650000,6213.00,4.387000,1.195000,1.270000,"Transit","Kepler",1
"TIC 147027702 b","TIC 147027702","TIC 147027702",44.40523000000,0.22000000,15.9000000,6410.00,3.926000,2.136000,1.406000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"HD 191939 g","HD 191939","TIC 269701147",284.00000000000,,,5348.00,4.300000,0.940000,0.810000,"Radial Velocity","Multiple Observatories",1
"GJ 15 A b","GJ 15 A","TIC 440109725",11.44070000000,,,3607.00,4.870000,0.380000,0.380000,"Radial Velocity","W. M. Keck Observatory",1
"K2-58 b","K2-58","TIC 437703489",7.05254000000,,1.8990000,5413.00,4.522000,0.860000,0.890000,"Transit","K2",1
"OGLE-2015-BLG-1670L b","OGLE-2015-BLG-1670L",,,,,,,,0.550000,"Microlensing","OGLE",1
"TOI-4994 b","TOI-4994","TIC 277128619",21.49198400000,0.55100000,4.4520000,5640.00,4.393000,1.055000,1.005000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-552 b","Kepler-552","TIC 417659456",5.26341576500,,2.1778000,5863.00,4.420000,1.040000,1.030000,"Transit","Kepler",1
"HD 87816 b","HD 87816","TIC 138998040",484.17000000000,,,4989.00,2.860000,9.000000,2.410000,"Radial Velocity","La Silla Observatory",1
"KMT-2017-BLG-2197L b","KMT-2017-BLG-2197L",,,,,,,,0.360000,"Microlensing","KMTNet",1
"Wolf 1061 b","Wolf 1061","TIC 413948621",4.88690000000,,,3342.00,,0.307000,0.294000,"Radial Velocity","La Silla Observatory",1
"TOI-3877 b","TOI-3877","TIC 144310492",4.12359600000,0.55000000,2.7840000,5731.00,4.181000,1.445000,1.160000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"HATS-38 b","HATS-38","TIC 168281028",4.37502100000,,3.2160000,5732.00,4.301000,1.105000,0.890000,"Transit","HATSouth",1
"Kepler-1670 b","Kepler-1670","TIC 159375845",20.49980000000,,,5838.00,4.096200,1.518890,1.050000,"Transit","Kepler",1
"K2-37 c","K2-37","TIC 68504570",6.42966000000,,,5352.00,4.530000,0.809000,0.840000,"Transit","K2",1
"Kepler-1529 b","Kepler-1529","TIC 122137575",5.33905686000,,1.6507000,5048.00,4.580000,0.770000,0.810000,"Transit","Kepler",1
"Kepler-87 c","Kepler-87","TIC 273592336",191.23180000000,,,5600.00,3.960000,1.820000,1.100000,"Transit","Kepler",1
"HD 147873 b","HD 147873","TIC 211080657",116.59600000000,,,5972.00,3.860000,2.290000,1.380000,"Radial Velocity","Multiple Observatories",1
"PSR J2322-2650 b","PSR J2322-2650",,0.32296399700,,,,,,1.400000,"Pulsar Timing","Parkes Observatory",1
"24 Boo b","24 Boo","TIC 441712711",30.33000000000,,,4816.00,2.280000,12.190000,1.050000,"Radial Velocity","Okayama Astrophysical Observatory",1
"K2-208 b","K2-208","TIC 399722652",4.19097000000,0.03090000,1.9440000,5500.00,4.503000,0.872000,0.881000,"Transit","K2",1
"K2-352 c","K2-352","TIC 86130229",8.23488500000,,3.5900000,5791.00,4.470000,0.950000,0.980000,"Transit","K2",1
"K2-396 b","K2-396","TIC 59088823",0.67386200000,,,5236.00,4.488000,0.920000,0.954000,"Transit","K2",1
"Kepler-1150 b","Kepler-1150","TIC 27913639",2.78786838600,,2.0252000,4754.00,4.610000,0.720000,0.760000,"Transit","Kepler",1
"Kepler-239 c","Kepler-239","TIC 138641300",56.22809800000,,3.7000000,4914.00,4.583000,0.763000,,"Transit","Kepler",1
"Kepler-287 c","Kepler-287","TIC 417660580",44.85189600000,,3.5840000,5806.00,4.402000,1.032000,,"Transit","Kepler",1
"HD 73344 d","HD 73344","TIC 175193677",5823.00000000000,,,6148.00,4.360000,1.220000,1.190000,"Radial Velocity","Multiple Observatories",1
"TOI-1298 b","TOI-1298","TIC 237104103",4.53714300000,,4.0292720,5752.00,4.194000,1.453600,1.218700,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-988 b","Kepler-988","TIC 159446957",17.76080053000,,1.6860000,4005.00,4.730000,0.530000,0.550000,"Transit","Kepler",1
"K2-401 b","K2-401","TIC 345063080",6.29309900000,,,4213.00,4.719000,0.675000,0.870000,"Transit","K2",1
"Kepler-266 c","Kepler-266","TIC 271046092",107.72360100000,,8.0800000,5885.00,4.453000,1.028000,,"Transit","Kepler",1
"HD 158259 e","HD 158259","TIC 188768068",7.95100000000,,,,,1.210000,1.080000,"Radial Velocity","Haute-Provence Observatory",1
"Kepler-1028 b","Kepler-1028","TIC 416265126",2.51462432000,,1.6093000,5522.00,4.520000,0.870000,0.900000,"Transit","Kepler",1
"GJ 676 A c","GJ 676 A","TIC 369021303",13921.42302000000,,,,,,0.626000,"Radial Velocity","Paranal Observatory",1
"Kepler-1391 b","Kepler-1391","TIC 271253957",54.40923330000,,9.5110000,5840.00,4.360000,1.100000,1.030000,"Transit","Kepler",1
"Kepler-1546 b","Kepler-1546","TIC 169466684",19.59749710000,,4.0690000,5623.00,4.480000,0.930000,0.950000,"Transit","Kepler",1
"Kepler-209 b","Kepler-209","TIC 159652365",16.08784500000,,2.8780000,5513.00,4.472000,0.935000,,"Transit","Kepler",1
"HD 224018 d","HD 224018","TIC 248608315",138.07310000000,,,5784.00,4.320000,1.147000,1.013000,"Transit","K2",1
"Kepler-169 d","Kepler-169","TIC 120689253",8.34812500000,,2.7900000,4997.00,4.582000,0.763000,,"Transit","Kepler",1
"HD 148427 b","HD 148427","TIC 413853880",331.90000000000,,,5025.00,,3.860000,1.640000,"Radial Velocity","Lick Observatory",1
"HD 155918 c","HD 155918","TIC 311649327",17202.19446000000,,,,,,1.030000,"Radial Velocity","Multiple Observatories",1
"Kepler-1066 b","Kepler-1066","TIC 268379849",1.93155983900,,1.6283000,5762.00,4.450000,0.980000,0.980000,"Transit","Kepler",1
"Kepler-1757 b","Kepler-1757","TIC 273378480",19.65640068000,,,5288.00,4.613000,0.740000,0.828000,"Transit","Kepler",1
"Kepler-737 b","Kepler-737","TIC 63068329",28.59915399000,,3.6632000,3813.00,4.770000,0.480000,0.510000,"Transit","Kepler",1
"K2-347 b","K2-347","TIC 14603874",7.18725700000,,2.5700000,4599.00,4.650000,0.630000,0.660000,"Transit","K2",1
"K2-408 b","K2-408","TIC 432247186",20.97895900000,,,5335.00,4.559000,0.784000,0.813000,"Transit","K2",1
"Kepler-172 b","Kepler-172","TIC 237157751",2.94030900000,,2.5950000,5526.00,4.375000,1.085000,,"Transit","Kepler",1
"Kepler-235 b","Kepler-235","TIC 120765183",3.34022200000,,1.9250000,4255.00,4.730000,0.554000,,"Transit","Kepler",1
"Kepler-995 b","Kepler-995","TIC 120315006",28.26731672000,,4.5693000,5206.00,4.570000,0.800000,0.830000,"Transit","Kepler",1
"Kepler-142 b","Kepler-142","TIC 27394293",2.02415200000,,2.4890000,5790.00,4.262000,1.269000,,"Transit","Kepler",1
"Kepler-54 c","Kepler-54","TIC 271262203",12.07172490000,,4.9738000,3705.00,4.750000,0.500000,0.510000,"Transit","Kepler",1
"Kepler-389 b","Kepler-389","TIC 63074796",3.24410700000,,2.0940000,5376.00,4.570000,0.792000,,"Transit","Kepler",1
"Kepler-1557 b","Kepler-1557","TIC 270790313",3.74032496000,,2.4390000,6099.00,4.340000,1.170000,1.110000,"Transit","Kepler",1
"TIC 38825265 b","TIC 38825265","TIC 38825265",3.31336980985,,1.8494548,4375.52,4.657300,0.664503,,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"KMT-2023-BLG-0548L b","KMT-2023-BLG-0548L",,,,,,,,0.720000,"Microlensing","KMTNet",1
"MOA-2010-BLG-328L b","MOA-2010-BLG-328L",,,,,,,,0.110000,"Microlensing","MOA",1
"Kepler-1686 b","Kepler-1686","TIC 63005636",9.30987000000,,,5714.96,4.288660,1.199510,1.020000,"Transit","Kepler",1
"K2-226 b","K2-226","TIC 176938958",3.27109000000,0.02520000,2.3232000,5288.00,4.473000,0.889000,0.856000,"Transit","K2",1
"KMT-2021-BLG-1253L b","KMT-2021-BLG-1253L",,,,,,,,0.240000,"Microlensing","KMTNet",1
"Kepler-1614 b","Kepler-1614","TIC 48451562",3.94661410000,,2.8360000,5121.00,4.580000,0.760000,0.790000,"Transit","Kepler",1
"Kepler-306 e","Kepler-306","TIC 121660143",44.84097500000,,5.4840000,4954.00,4.611000,0.719000,,"Transit","Kepler",1
"HD 217786 c","HD 217786","TIC 248048656",2.52221000000,,,,,,1.140000,"Radial Velocity","Multiple Observatories",1
"TOI-3819 b","TOI-3819","TIC 95660472",3.24431410000,0.61300000,2.7790000,5859.00,4.156000,1.538000,1.242000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-364 b","Kepler-364","TIC 123358019",25.74571800000,,6.9830000,6108.00,4.273000,1.284000,,"Transit","Kepler",1
"Kepler-265 e","Kepler-265","TIC 122445076",67.83102400000,,7.0660000,5835.00,4.326000,1.103000,,"Transit","Kepler",1
"Kepler-645 b","Kepler-645","TIC 159381747",3.27582262100,,2.9721000,6170.00,4.330000,1.210000,1.130000,"Transit","Kepler",1
"Kepler-69 b","Kepler-69","TIC 275573429",13.72234100000,0.05970000,,5638.00,4.400000,0.930000,0.810000,"Transit","Kepler",1
"HD 167768 b","HD 167768","TIC 2382387",20.65320000000,,,4851.00,2.500000,9.700000,1.080000,"Radial Velocity","Okayama Astrophysical Observatory",1
"YZ Cet b","YZ Cet","TIC 439403362",2.02087000000,,,3151.00,5.170000,0.157000,0.142000,"Radial Velocity","La Silla Observatory",1
"Kepler-280 b","Kepler-280","TIC 159716174",2.13954200000,,2.0200000,5744.00,4.537000,0.886000,,"Transit","Kepler",1
"KOI-351 g","KOI-351","TIC 267667295",210.73514000000,0.38000000,12.3200000,,,,1.242000,"Transit","Kepler",1
"Kepler-1577 b","Kepler-1577","TIC 240177285",6.30560247000,,2.4680000,4862.00,4.600000,0.740000,0.780000,"Transit","Kepler",1
"Kepler-20 f","Kepler-20","TIC 158554588",19.57832800000,,,5495.00,,0.916400,0.929000,"Transit","Kepler",1
"HAT-P-27 b","HAT-P-27","TIC 461239485",3.03957700000,1.43000000,1.6800000,5316.00,4.526260,0.864673,0.916000,"Transit","HATNet",1
"HD 156668 b","HD 156668","TIC 257715493",4.64550000000,,,4850.00,4.598000,0.720000,0.772000,"Radial Velocity","W. M. Keck Observatory",1
"K2-19 b","K2-19","TIC 281885301",7.91930000000,,,5322.00,4.510000,0.820000,0.880000,"Transit","K2",1
"Kepler-764 b","Kepler-764","TIC 273129679",7.33683936000,,3.5120000,5557.00,4.510000,0.890000,0.920000,"Transit","Kepler",1
"HD 10180 e","HD 10180","TIC 231836962",49.74800000000,,,5911.00,4.390000,1.109000,1.060000,"Radial Velocity","La Silla Observatory",1
"Kepler-1785 b","Kepler-1785","TIC 271877992",19.58550072000,,,5618.00,4.401000,0.996000,0.911000,"Transit","Kepler",1
"Kepler-1405 b","Kepler-1405","TIC 184166357",28.22741840000,,5.6480000,5925.00,4.400000,1.070000,1.050000,"Transit","Kepler",1
"Kepler-255 d","Kepler-255","TIC 272083669",1.04562265800,,1.8269000,5431.00,4.530000,0.860000,0.900000,"Transit","Kepler",1
"USco CTIO 108 b","USco CTIO 108","TIC 48666170",,,,2700.00,,,0.060000,"Imaging","Teide Observatory",1
"Kepler-1445 b","Kepler-1445","TIC 351766604",10.60052251000,,4.4840000,6150.00,4.280000,1.260000,1.130000,"Transit","Kepler",1
"TOI-6478 b","TOI-6478","TIC 332657786",34.00501900000,,2.9000000,3230.00,5.016000,0.234000,0.230000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"WASP-163 b","WASP-163","TIC 145368316",1.60968840000,1.41700000,2.2320000,5500.00,4.411000,1.015000,0.970000,"Transit","SuperWASP-South",1
"TOI-2158 b","TOI-2158","TIC 342642208",8.60077000000,,3.7700000,5673.00,4.190000,1.410000,1.120000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"TOI-5153 b","TOI-5153","TIC 124029677",20.33003000000,,4.8700000,6300.00,4.300000,1.400000,1.240000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"HATS-41 b","HATS-41","TIC 53750200",4.19364900000,,2.1960000,6424.00,4.140000,1.710000,1.496000,"Transit","HATSouth",1
"WASP-176 b","WASP-176","TIC 375942197",3.89905200000,0.64000000,5.1528000,5941.00,3.995000,1.925000,1.345000,"Transit","SuperWASP-North",1
"HAT-P-25 b","HAT-P-25","TIC 35022727",3.65281514000,0.01610000,2.8130400,5519.00,4.516000,0.919000,1.012000,"Transit","HATNet",1
"TOI-4443.01","TOI-4443","TIC 158241252",1.84985670000,,2.5182760,5834.00,4.444330,1.017330,1.049133,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"TOI-1836 c","TOI-1836","TIC 207468071",1.77274710000,,1.7866633,6237.00,4.098000,1.645400,1.251800,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-1281 b","Kepler-1281","TIC 27458799",3.11602791000,,1.9090000,5353.00,4.550000,0.830000,0.870000,"Transit","Kepler",1
"GJ 328 c","GJ 328","TIC 265373654",241.80000000000,,,3897.00,4.640000,0.630000,0.650000,"Radial Velocity","Roque de los Muchachos Observatory",1
"Kepler-170 b","Kepler-170","TIC 120253745",7.93059200000,,3.6800000,5679.00,4.445000,1.035000,,"Transit","Kepler",1
"Kepler-902 b","Kepler-902","TIC 159172027",40.10995470000,,5.1836000,5647.00,4.490000,0.930000,0.950000,"Transit","Kepler",1
"K2-181 b","K2-181","TIC 366528389",6.89410000000,,,5528.00,4.350000,1.060000,0.960000,"Transit","K2",1
"Kepler-162 c","Kepler-162","TIC 273036401",19.44635500000,,3.5270000,5816.00,4.436000,0.958000,,"Transit","Kepler",1
"Kepler-1194 b","Kepler-1194","TIC 137317096",16.22371307000,,2.5020000,5590.00,4.490000,0.920000,0.940000,"Transit","Kepler",1
"Kepler-57 c","Kepler-57","TIC 270615136",11.60000000000,,,5187.90,,0.826000,0.859000,"Transit","Kepler",1
"Kepler-1887 b","Kepler-1887","TIC 158844032",19.94750023000,,,5749.00,4.547000,0.864000,0.961000,"Transit","Kepler",1
"TOI-6041 b","TOI-6041","TIC 192415680",26.04945000000,0.22590000,3.6620000,5445.00,4.498000,0.879000,0.885000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"K2-129 b","K2-129","TIC 2468648",8.23949300000,,,3459.09,,0.360010,0.360031,"Transit","K2",1
"Kepler-903 c","Kepler-903","TIC 121732589",62.92285570000,,11.2980000,5682.00,4.460000,0.970000,0.980000,"Transit","Kepler",1
"HD 103891 b","HD 103891","TIC 183648073",1919.00000000000,,,6072.00,3.790000,2.220000,1.280000,"Radial Velocity","La Silla Observatory",1
"HD 216520 c","HD 216520","TIC 264899051",154.43000000000,,,5103.00,4.540000,0.760000,0.820000,"Radial Velocity","Multiple Observatories",1
"HD 34445 g","HD 34445","TIC 284907742",5700.00000000000,,,5836.00,4.210000,1.380000,1.070000,"Radial Velocity","Multiple Observatories",1
"Kepler-1237 b","Kepler-1237","TIC 271770315",84.57332260000,,5.7150000,5472.00,4.500000,0.900000,0.940000,"Transit","Kepler",1
"WTS-1 b","WTS-1","TIC 138488806",3.35205700000,1.76360000,,6250.00,4.400000,1.150000,1.200000,"Transit","United Kingdom Infrared Telescope",1
"gam1 Leo b","gam1 Leo","TIC 95431294",428.50000000000,,,4330.00,1.590000,31.880000,1.230000,"Radial Velocity","Bohyunsan Optical Astronomical Observatory",1
"TIC 88785435 b","TIC 88785435","TIC 88785435",10.50884300000,,4.1000000,3998.00,4.190000,0.911000,0.724000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"HIP 8152 c","HIP 8152","TIC 164767175",19.60562000000,,4.3834080,5618.00,4.443000,0.960300,0.937300,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-406 c","Kepler-406","TIC 63066101",4.62332000000,,,5538.00,4.409000,1.070000,1.070000,"Transit","Kepler",1
"HD 109271 b","HD 109271","TIC 429301734",7.85430000000,,,5783.00,4.280000,,1.047000,"Radial Velocity","La Silla Observatory",1
"Kepler-1434 b","Kepler-1434","TIC 27534458",8.05333618000,,5.2770000,6291.00,3.980000,2.040000,1.470000,"Transit","Kepler",1
"Kepler-80 d","Kepler-80","TIC 184296619",3.07222000000,,,4540.00,4.639000,0.678000,0.730000,"Transit","Kepler",1
"Kepler-1199 b","Kepler-1199","TIC 270696519",15.04471980000,,5.8190000,5889.00,4.270000,1.170000,0.940000,"Transit","Kepler",1
"Kepler-625 c","Kepler-625","TIC 137414304",4.16536510000,,3.2895000,5789.00,4.490000,0.960000,1.040000,"Transit","Kepler",1
"TOI-2373 b","TOI-2373","TIC 332558858",13.33668000000,,,5651.00,4.371000,1.102000,1.041000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"GJ 1061 c","GJ 1061","TIC 79611981",6.68210000000,,,2953.00,,0.156000,0.120000,"Radial Velocity","La Silla Observatory",1
"Kepler-448 c","KOI-12","TIC 169461816",2500.00000000000,,,,,1.400000,1.500000,"Transit Timing Variations","Kepler",1
"Kepler-968 b","Kepler-968","TIC 350814607",3.69298372800,,1.7291000,4598.00,4.630000,0.700000,0.760000,"Transit","Kepler",1
"TOI-4311 c","TOI-4311","TIC 122617317",15.07042500000,,,5063.00,4.442000,0.844100,0.816000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-610 c","Kepler-610","TIC 275491028",151.86392000000,,8.6220000,5943.00,4.370000,1.130000,1.100000,"Transit","Kepler",1
"HD 47186 c","HD 47186","TIC 101145648",1353.60000000000,,,,,,,"Radial Velocity","La Silla Observatory",1
"HD 144899 b","HD 144899","TIC 215687919",40.43914000000,,,,,,1.160000,"Radial Velocity","Multiple Observatories",1
"WASP-42 b","WASP-42","TIC 248075138",4.98168190000,,,5315.00,4.515000,0.892000,0.951000,"Transit","SuperWASP",1
"Kepler-1383 b","Kepler-1383","TIC 273507060",13.90935830000,,6.6320000,6370.00,4.230000,1.440000,1.260000,"Transit","Kepler",1
"Kepler-1449 b","Kepler-1449","TIC 298962633",13.22745280000,,6.1040000,5979.00,4.390000,1.100000,1.080000,"Transit","Kepler",1
"Kepler-1698 b","Kepler-1698","TIC 138105005",1.21070000000,,,4975.03,4.612490,0.741698,0.822000,"Transit","Kepler",1
"Kepler-49 b","Kepler-49","TIC 137555411",7.20000000000,,,4095.60,,0.618000,0.607000,"Transit","Kepler",1
"TOI-2803 A b","TOI-2803 A","TIC 124379043",1.96229325000,1.78100000,3.0910000,6280.00,4.298000,1.245000,1.118000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"TOI-1288 b","TOI-1288","TIC 365733349",2.69982790000,,2.3792512,5388.00,4.453000,0.958300,0.955200,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"K2-247 b","K2-247","TIC 110999033",2.25021000000,0.10000000,1.2000000,4667.00,4.630000,0.690000,0.740000,"Transit","K2",1
"HD 107148 c","HD 107148","TIC 66666079",18.32670000000,,,5752.92,4.345025,1.169193,1.105215,"Radial Velocity","Multiple Observatories",1
"Kepler-791 b","Kepler-791","TIC 138303317",14.55397590000,,6.2540000,6383.00,4.210000,1.470000,1.300000,"Transit","Kepler",1
"Kepler-150 b","Kepler-150","TIC 121598758",3.42805400000,,2.3090000,5560.00,4.466000,0.939000,,"Transit","Kepler",1
"HD 48948 c","HD 48948","TIC 88228576",38.06000000000,,,4593.00,4.610000,0.679000,0.686000,"Radial Velocity","Roque de los Muchachos Observatory",1
"Kepler-180 c","Kepler-180","TIC 27532033",41.88577500000,,6.2410000,5731.00,4.343000,1.063000,,"Transit","Kepler",1
