pl_name,hostname,tic_id,pl_orbper,pl_trandep,pl_trandur,st_teff,st_logg,st_rad,st_mass,discoverymethod,disc_facility,default_flag
"Kepler-1942 b","Kepler-1942","TIC 271350547",4.62604999500,,,5834.00,4.566000,0.797000,0.852000,"Transit","Kepler",1
"Kepler-228 c","Kepler-228","TIC 27772524",4.13444400000,,3.1230000,6043.00,4.467000,1.014000,,"Transit","Kepler",1
"Kepler-975 c","Kepler-975","TIC 122450762",5.05821338000,0.07483000,1.1320000,4883.00,3.972000,1.667000,0.951000,"Transit","Kepler",1
"Kepler-358 b","Kepler-358","TIC 26815908",34.06046700000,,2.4610000,5908.00,4.504000,0.954000,,"Transit","Kepler",1
"Kepler-625 b","Kepler-625","TIC 137414304",7.75192492000,,3.4849000,5789.00,4.490000,0.960000,1.040000,"Transit","Kepler",1
"Kepler-1914 b","Kepler-1914","TIC 137151294",30.82789993000,,,5982.00,4.493000,0.960000,1.047000,"Transit","Kepler",1
"K2-369 b","K2-369","TIC 49984349",5.76161200000,,,5682.00,4.418000,0.881000,0.735000,"Transit","K2",1
"Kepler-1665 b","Kepler-1665","TIC 122442334",11.95480000000,,,5049.84,4.581660,0.777785,0.842000,"Transit","Kepler",1
"K2-233 c","K2-233","TIC 428820090",7.06024000000,,2.6870000,4796.00,4.530000,0.710000,0.790000,"Transit","K2",1
"Kepler-1364 b","Kepler-1364","TIC 27396284",13.32196237000,,6.2300000,6805.00,4.100000,1.790000,1.490000,"Transit","Kepler",1
"Kepler-1008 b","Kepler-1008","TIC 272491981",12.43931193000,,3.1210000,5066.00,4.560000,0.780000,0.810000,"Transit","Kepler",1
"HD 38801 b","HD 38801","TIC 66650754",685.25000000000,,,5338.00,3.877000,2.029000,1.207000,"Radial Velocity","Subaru Telescope",1
"Kepler-1108 b","Kepler-1108","TIC 272083644",4.51005748000,,2.1605000,5406.00,4.540000,0.840000,0.880000,"Transit","Kepler",1
"Kepler-1818 b","Kepler-1818","TIC 120251654",4.64490985900,,,6047.00,4.343000,1.129000,1.021000,"Transit","Kepler",1
"Kepler-229 b","Kepler-229","TIC 399912169",6.25297200000,,2.6400000,5120.00,4.633000,0.728000,,"Transit","Kepler",1
"Kepler-1187 b","Kepler-1187","TIC 121021644",18.87064068000,,3.2476000,5975.00,4.390000,1.090000,1.060000,"Transit","Kepler",1
"Kepler-606 b","Kepler-606","TIC 63286249",24.31575992000,,4.1383000,6161.00,4.320000,1.220000,1.130000,"Transit","Kepler",1
"Kepler-126 c","Kepler-126","TIC 159046962",21.86974100000,,5.4790000,6239.00,4.247000,1.358000,,"Transit","Kepler",1
"Kepler-1763 b","Kepler-1763","TIC 138575125",1.48028004200,,,5897.00,4.250000,1.259000,1.026000,"Transit","Kepler",1
"KMT-2018-BLG-0029L b","KMT-2018-BLG-0029L",,,,,,,,1.140000,"Microlensing","KMTNet",1
"Kepler-264 c","Kepler-264","TIC 137347078",140.10126100000,,17.9330000,6158.00,4.147000,1.550000,,"Transit","Kepler",1
"HD 200964 b","HD 200964","TIC 408316773",606.30000000000,,,4982.00,3.220000,4.920000,1.390000,"Radial Velocity","Lick Observatory",1
"Kepler-879 c","Kepler-879","TIC 27639443",0.64671600000,,1.7000000,5456.75,,1.022000,0.974000,"Transit","Kepler",1
"HIP 113103 b","HIP 113103","TIC 121490076",7.61030300000,0.05960000,2.1384000,4930.00,4.600000,0.742000,0.761000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"HD 72892 b","HD 72892","TIC 405344271",39.44603000000,,,,,,1.010000,"Radial Velocity","Multiple Observatories",1
"K2-266 d","K2-266","TIC 374180079",14.69700000000,0.14650000,3.4080000,4285.00,4.581000,0.703000,0.686000,"Transit","K2",1
"KMT-2018-BLG-2602L b","KMT-2018-BLG-2602L",,,,,,,,0.660000,"Microlensing","KMTNet",1
"Kepler-402 c","Kepler-402","TIC 158725491",6.12482100000,,3.4670000,6090.00,4.278000,1.264000,,"Transit","Kepler",1
"Kepler-182 c","Kepler-182","TIC 267672183",20.68434200000,,6.4160000,6250.00,4.401000,1.146000,,"Transit","Kepler",1
"GJ 3634 b","GJ 3634","TIC 49064384",2.64561000000,,,,,0.430000,0.450000,"Radial Velocity","La Silla Observatory",1
"TOI-3540 A b","TOI-3540 A","TIC 17865622",3.11999900000,0.02300000,1.9008000,5810.00,4.293000,1.228000,1.081000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"OGLE-2005-BLG-169L b","OGLE-2005-BLG-169L",,,,,,,,0.690000,"Microlensing","OGLE",1
"WASP-168 b","WASP-168","TIC 232038798",4.15365800000,1.19000000,1.9128000,6000.00,4.370000,1.120000,1.080000,"Transit","SuperWASP-South",1
"HD 284149 AB b","HD 284149 A","TIC 15817487",,,,6035.00,,1.360000,,"Imaging","Paranal Observatory",1
"Kepler-452 b","Kepler-452","TIC 272174474",384.84300000000,0.01990000,10.6300000,5757.00,4.320000,1.110000,1.037000,"Transit","Kepler",1
"Kepler-1190 b","Kepler-1190","TIC 48504464",10.45843441000,,3.1020000,4730.00,4.620000,0.720000,0.760000,"Transit","Kepler",1
"Kepler-1013 b","Kepler-1013","TIC 159304741",18.93054959000,,3.3440000,4954.00,4.590000,0.760000,0.810000,"Transit","Kepler",1
"GJ 1265 b","GJ 1265","TIC 471012766",3.65110000000,,,3236.00,5.090000,0.192000,0.178000,"Radial Velocity","Calar Alto Observatory",1
"TIC 24750448 b","TIC 24750448","TIC 24750448",3.59159193029,,2.1482521,4545.43,4.662400,0.713599,,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"K2-138 d","K2-138","TIC 4610830",5.40479000000,,2.7000000,5356.30,4.540000,0.863000,0.935000,"Transit","K2",1
"HATS-29 b","HATS-29","TIC 201604954",4.60587490000,,3.2112000,5670.00,4.389000,1.073000,1.032000,"Transit","HATSouth",1
"HD 69830 d","HD 69830","TIC 307624961",197.00000000000,,,5385.00,,,0.860000,"Radial Velocity","La Silla Observatory",1
"Kepler-165 c","Kepler-165","TIC 123129877",15.31299000000,,3.0280000,5211.00,4.542000,0.770000,,"Transit","Kepler",1
"Kepler-105 c","Kepler-105","TIC 158625964",7.12592000000,,,5933.00,,1.026000,0.991000,"Transit","Kepler",1
"Kepler-367 b","Kepler-367","TIC 28159518",37.81572400000,,4.6310000,4710.00,4.631000,0.695000,,"Transit","Kepler",1
"HD 8535 b","HD 8535","TIC 41862035",1313.00000000000,,,6136.00,4.460000,1.190000,1.130000,"Radial Velocity","La Silla Observatory",1
"Kepler-1054 b","Kepler-1054","TIC 159441326",4.30655689000,,4.0697000,6209.00,4.260000,1.340000,1.220000,"Transit","Kepler",1
"Kepler-1725 b","Kepler-1725","TIC 377908774",16.71990013000,,,6020.00,4.389000,1.085000,1.049000,"Transit","Kepler",1
"K2-45 b","K2-45","TIC 38087018",1.72926840000,,1.6890000,4103.00,4.824000,0.445000,0.503000,"Transit","K2",1
"GJ 667 C b","GJ 667 C","TIC 154385809",7.20300000000,,,,,,,"Radial Velocity","La Silla Observatory",1
"Kepler-1426 b","Kepler-1426","TIC 26656435",14.25632270000,,4.3890000,5831.00,4.430000,1.020000,1.020000,"Transit","Kepler",1
"GJ 2030 b","GJ 2030","TIC 9967949",2.38129000000,,,,,,0.960000,"Radial Velocity","Multiple Observatories",1
"Kepler-1754 b","Kepler-1754","TIC 27532561",8.19594955400,,,4723.00,4.557000,0.747000,0.734000,"Transit","Kepler",1
"TOI-150.01","TOI-150","TIC 271893367",5.85748700000,,5.1200000,6255.00,4.130000,1.526000,1.351000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Wendelstein-1 b","Wendelstein-1","TIC 75262942",2.66341600000,,,4251.00,,0.610000,0.650000,"Transit","Haleakala Observatory",1
"TOI-904 c","TOI-904","TIC 261257684",83.99970000000,,5.0400000,3770.20,,0.527000,0.557000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-1907 b","Kepler-1907","TIC 123130285",5.65245008500,,,5159.00,4.508000,0.800000,0.752000,"Transit","Kepler",1
"Kepler-491 b","Kepler-491","TIC 158388163",4.22538451200,,2.8182900,5582.00,4.420000,1.030000,1.040000,"Transit","Kepler",1
"Kepler-992 b","Kepler-992","TIC 164723619",20.16034462000,,3.8215000,4944.00,4.600000,0.740000,0.800000,"Transit","Kepler",1
"Kepler-667 b","Kepler-667","TIC 27530621",41.43962808000,,10.6468000,5327.00,4.530000,0.870000,0.910000,"Transit","Kepler",1
"Kepler-404 b","Kepler-404","TIC 158268972",11.82985100000,,5.6350000,5654.00,4.543000,0.884000,,"Transit","Kepler",1
"Kepler-1213 b","Kepler-1213","TIC 416266465",5.34982412000,,4.2090000,6050.00,4.330000,1.210000,1.140000,"Transit","Kepler",1
"Kepler-1043 b","Kepler-1043","TIC 123358827",38.50533980000,,5.9730000,5629.00,4.500000,0.900000,0.920000,"Transit","Kepler",1
"TOI-4377 b","TOI-4377","TIC 394918211",4.37808100000,,,4974.00,3.390000,3.520000,1.360000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-985 b","Kepler-985","TIC 159305424",116.33190100000,,6.8650000,5434.00,4.540000,0.850000,0.910000,"Transit","Kepler",1
"CoRoT-21 b","CoRoT-21","TIC 280420719",2.72474000000,,4.7600000,6200.00,3.700000,1.950000,1.290000,"Transit","CoRoT",1
"TOI-4201 b","TOI-4201","TIC 95057860",3.58191940000,,,3794.00,4.640000,0.630000,0.610000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"HD 114783 b","HD 114783","TIC 292113181",493.70000000000,,,5135.00,,,0.853000,"Radial Velocity","W. M. Keck Observatory",1
"K2-167 b","K2-167","TIC 69747919",9.97854100000,0.02060000,3.6000000,6310.00,4.122000,1.499000,1.084000,"Transit","K2",1
"Kepler-304 c","Kepler-304","TIC 377909730",5.31594600000,,1.1140000,4731.00,4.635000,0.687000,,"Transit","Kepler",1
"Kepler-1524 b","Kepler-1524","TIC 138477646",70.96746030000,,6.8992000,6179.00,4.310000,1.250000,1.170000,"Transit","Kepler",1
"Kepler-1840 b","Kepler-1840","TIC 171090560",131.19000240000,,,4898.00,4.518000,0.803000,0.774000,"Transit","Kepler",1
"Kepler-1074 b","Kepler-1074","TIC 164724987",5.94566534000,,2.1737000,4002.00,4.700000,0.570000,0.600000,"Transit","Kepler",1
"K2-393 b","K2-393","TIC 279046938",10.41318100000,,,5678.00,4.321000,1.071000,0.881000,"Transit","K2",1
"Kepler-314 c","Kepler-314","TIC 271052158",5.96039200000,,2.7650000,5378.00,4.465000,0.950000,,"Transit","Kepler",1
"Kepler-1476 b","Kepler-1476","TIC 164727404",10.35863224000,,2.5740000,5663.00,4.470000,0.960000,0.980000,"Transit","Kepler",1
"Kepler-316 c","Kepler-316","TIC 159522175",6.82776600000,,2.4190000,4204.00,4.743000,0.520000,,"Transit","Kepler",1
"Kepler-1677 b","Kepler-1677","TIC 274198958",22.06400000000,,,6013.72,4.289860,1.249590,1.110000,"Transit","Kepler",1
"Kepler-219 c","Kepler-219","TIC 158838045",22.71461300000,,5.8080000,5786.00,4.157000,1.491000,,"Transit","Kepler",1
"K2-331 b","K2-331","TIC 46296576",9.39897700000,,3.9200000,5994.00,4.430000,1.060000,1.100000,"Transit","K2",1
"K2-338 b","K2-338","TIC 186814470",3.85061400000,,1.7800000,4558.00,4.650000,0.630000,0.660000,"Transit","K2",1
"HD 43691 b","HD 43691","TIC 258444495",36.99870000000,,,6093.00,,1.600000,1.320000,"Radial Velocity","Haute-Provence Observatory",1
"WASP-132 c","WASP-132","TIC 127530399",1.01153624000,,1.4910000,4686.00,4.560000,0.758000,0.789000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"K2-199 c","K2-199","TIC 2621212",7.37448970000,,2.4520000,4491.00,,0.682000,0.711000,"Transit","K2",1
"HD 134606 d","HD 134606","TIC 262457542",966.50000000000,,,5576.00,4.330000,1.158000,1.046000,"Radial Velocity","Multiple Observatories",1
"TOI-1346 c","TOI-1346","TIC 219852882",5.50255800000,,,5099.00,4.610000,0.780000,0.820000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"K2-89 b","K2-89","TIC 440687723",1.09602600000,,0.8950000,3691.00,4.965000,0.318000,0.347000,"Transit","K2",1
"HD 28109 b","HD 28109","TIC 29781292",22.89105400000,0.03010000,2.6900000,6189.00,4.250000,1.425000,1.227000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-409 b","Kepler-409","TIC 270619260",68.95832160000,,,5421.00,,0.897000,0.913000,"Transit","Kepler",1
"HU Aqr AB b","HU Aqr","TIC 364173220",2390.00000000000,,,,,,0.880000,"Eclipse Timing Variations","Yunnan Astronomical Observatory",1
"Kepler-793 b","Kepler-793","TIC 139036121",4.24153639000,,3.1150000,5745.00,4.460000,0.970000,0.980000,"Transit","Kepler",1
"Kepler-1084 b","Kepler-1084","TIC 267749737",2.05333679000,,2.3751000,6113.00,4.270000,1.280000,1.120000,"Transit","Kepler",1
"Kepler-1910 b","Kepler-1910","TIC 360023069",5.68876981700,,,4234.00,4.630000,0.639000,0.636000,"Transit","Kepler",1
"Kepler-9 c","Kepler-9","TIC 120571842",38.98530000000,,4.5650000,5774.00,4.490000,0.958000,1.022000,"Transit","Kepler",1
"Kepler-261 c","Kepler-261","TIC 137148674",24.57085800000,,2.7610000,5098.00,4.561000,0.794000,,"Transit","Kepler",1
"K2-198 c","K2-198","TIC 135043332",3.35960550000,,,5212.90,,0.757000,0.799000,"Transit","K2",1
"Kepler-54 b","Kepler-54","TIC 271262203",8.01094340000,,3.4129000,3705.00,4.750000,0.500000,0.510000,"Transit","Kepler",1
"TOI-2088 b","TOI-2088","TIC 441765914",124.72997000000,,7.3619870,5081.00,4.533000,0.848100,0.902700,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-951 b","Kepler-951","TIC 121395761",71.52530845000,,5.9273000,4834.00,4.600000,0.730000,0.770000,"Transit","Kepler",1
"HD 134060 b","HD 134060","TIC 454901855",3.26960000000,,,5966.00,4.430000,,1.095000,"Radial Velocity","La Silla Observatory",1
"HD 17156 b","HD 17156","TIC 302773669",21.21642940000,0.54930000,3.1505000,6046.00,4.184000,1.517000,1.285000,"Radial Velocity","Subaru Telescope",1
"Kepler-1385 b","Kepler-1385","TIC 123495717",2.88879862000,,2.9810000,5732.00,4.270000,1.290000,1.150000,"Transit","Kepler",1
"Kepler-279 b","Kepler-279","TIC 158428960",12.30968100000,,5.8680000,6363.00,4.051000,1.746000,,"Transit","Kepler",1
"K2-206 b","K2-206","TIC 257392778",18.29454900000,,,5043.00,4.460000,0.758046,0.789481,"Transit","K2",1
"Kepler-1451 b","Kepler-1451","TIC 138217479",35.62223300000,,5.1460000,5782.00,4.450000,0.990000,1.000000,"Transit","Kepler",1
"TOI-1753 b","TOI-1753","TIC 289580577",5.38461040000,,3.1784345,5621.00,4.438000,0.971500,0.948300,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-689 b","Kepler-689","TIC 378086390",22.36656079000,,5.1510000,5518.00,4.510000,0.880000,0.910000,"Transit","Kepler",1
"Kepler-118 c","Kepler-118","TIC 171884427",20.17202000000,,3.1080000,5274.00,4.321000,1.094000,,"Transit","Kepler",1
"Kepler-96 b","Kepler-96","TIC 169081296",16.23850000000,,,5690.00,4.421000,1.020000,1.000000,"Transit","Kepler",1
"OGLE-2016-BLG-1800L b","OGLE-2016-BLG-1800L",,,,,,,,0.410000,"Microlensing","OGLE",1
"WASP-58 b","WASP-58","TIC 424435940",5.01718000000,1.40000000,,5800.00,4.270000,1.220000,1.060000,"Transit","SuperWASP",1
"TOI-1174 b","TOI-1174","TIC 154089169",8.95348768300,,3.0631000,5030.00,,0.760000,0.850000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"HD 135344 A b","HD 135344 A","TIC 307606851",,,,9540.00,,1.500000,,"Imaging","Paranal Observatory",1
"Kepler-1944 b","Kepler-1944","TIC 184554636",9.84257984200,,,5585.00,4.490000,0.972000,1.064000,"Transit","Kepler",1
"Kepler-123 b","Kepler-123","TIC 272944990",17.23236600000,,4.5660000,6089.00,4.277000,1.264000,,"Transit","Kepler",1
"TIC 257060897 b","TIC 257060897","TIC 257060897",3.66003639000,0.78500000,4.7416800,5993.00,3.972000,1.863000,1.187000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-1200 b","Kepler-1200","TIC 272489594",1.11854971700,,1.5425000,4612.00,4.630000,0.700000,0.740000,"Transit","Kepler",1
"Kepler-107 e","Kepler-107","TIC 27988327",14.74914300000,,,5854.00,,1.447000,1.238000,"Transit","Kepler",1
"HD 212771 b","HD 212771","TIC 12723961",380.70000000000,,,5003.00,3.310000,5.270000,1.560000,"Radial Velocity","W. M. Keck Observatory",1
"K2-223 c","K2-223","TIC 98594138",4.56254600000,,,5859.00,4.500000,1.000000,,"Transit","K2",1
"Kepler-1566 b","Kepler-1566","TIC 237191392",0.53991523800,,1.1390000,5254.00,4.560000,0.810000,0.840000,"Transit","Kepler",1
"GJ 317 b","GJ 317","TIC 118608254",695.69000000000,,,3496.00,,0.403000,0.402000,"Radial Velocity","W. M. Keck Observatory",1
"Kepler-462 c","Kepler-462","TIC 269263577",207.62000000000,,,7500.00,4.220000,1.570000,1.590000,"Transit","Kepler",1
"HATS-61 b","HATS-61","TIC 44745133",7.81795300000,,5.5296000,5542.00,4.028000,1.664000,1.076000,"Transit","HATSouth",1
"HIP 57274 b","HIP 57274","TIC 5078530",8.13520000000,,,4510.00,4.110000,0.780000,0.290000,"Radial Velocity","W. M. Keck Observatory",1
"TAP 26 b","TAP 26","TIC 435907158",10.79000000000,,,4620.00,4.500000,1.170000,1.040000,"Radial Velocity","Multiple Facilities",1
"K2-365 b","K2-365","TIC 220604190",23.44817200000,,,5561.00,4.313000,1.051000,0.823000,"Transit","K2",1
"Kepler-1102 b","Kepler-1102","TIC 47976987",51.32856230000,,9.4390000,5724.00,4.480000,0.940000,0.960000,"Transit","Kepler",1
"HD 25015 b","HD 25015","TIC 178249461",6134.42700000000,,,,,,0.860000,"Radial Velocity","La Silla Observatory",1
"Kepler-1699 b","Kepler-1699","TIC 26584080",3.49082000000,,,5575.53,,,,"Transit","Kepler",1
"Kepler-1938 b","Kepler-1938","TIC 171972797",13.06260014000,,,4522.00,4.615000,0.655000,0.646000,"Transit","Kepler",1
"HD 68475 b","HD 68475","TIC 80995687",7832.00000000000,,,5022.00,4.560000,,0.830000,"Radial Velocity","Las Campanas Observatory",1
